,Symbol,Start,End,Company Name,Accord Code
346,ULTRACEMCO,2013-11-29,2013-12-26,Ultratech Cement Ltd.,132538
347,CIPLA,2013-11-29,2013-12-26,Cipla Ltd.,100087
348,INDUSINDBK,2013-11-29,2013-12-26,IndusInd Bank Ltd.,132187
349,ABIRLANUVO,2013-11-29,2013-12-26,Aditya Birla Nuvo Ltd. - (Amalgamated),100303
350,GODREJIND,2013-11-29,2013-12-26,Godrej Industries Ltd.,100164
351,AXISBANK,2013-11-29,2013-12-26,Axis Bank Ltd.,132215
352,BAJAJ_AUTO,2013-11-29,2013-12-26,Bajaj Auto Ltd.,200132
353,HAVELLS,2013-11-29,2013-12-26,Havells India Ltd.,117354
354,ASIANPAINT,2013-11-29,2013-12-26,Asian Paints Ltd.,100820
355,HDFCBANK,2013-11-29,2013-12-26,HDFC Bank Ltd.,100180
356,KOTAKBANK,2013-11-29,2013-12-26,Kotak Mahindra Bank Ltd.,100247
357,SRTRANSFIN,2013-11-29,2013-12-26,Shriram Finance Ltd.,111218
358,SUNTV,2013-11-29,2013-12-26,Sun TV Network Ltd.,132733
359,RELIANCE,2013-11-29,2013-12-26,Reliance Industries Ltd.,100325
360,HCLTECH,2013-12-27,2014-01-30,HCL Technologies Ltd.,132281
361,TECHM,2013-12-27,2014-01-30,Tech Mahindra Ltd.,132755
362,TCS,2013-12-27,2014-01-30,Tata Consultancy Services Ltd.,132540
363,AUROPHARMA,2013-12-27,2014-01-30,Aurobindo Pharma Ltd.,124804
364,BIOCON,2013-12-27,2014-01-30,Biocon Ltd.,132523
365,SUNPHARMA,2013-12-27,2014-01-30,Sun Pharmaceutical Industries Ltd.,124715
366,INFY,2013-12-27,2014-01-30,Infosys Ltd.,100209
367,LUPIN,2013-12-27,2014-01-30,Lupin Ltd.,100257
368,MRF,2013-12-27,2014-01-30,MRF Ltd.,100290
369,WIPRO,2013-12-27,2014-01-30,Wipro Ltd.,107685
370,DRREDDY,2013-12-27,2014-01-30,Dr. Reddy's Laboratories Ltd.,100124
371,UPL,2013-12-27,2014-01-30,UPL Ltd.,112070
372,DABUR,2013-12-27,2014-01-30,Dabur India Ltd.,100096
373,CESC,2013-12-27,2014-01-30,CESC Ltd.,100084
374,RCOM,2013-12-27,2014-01-30,Reliance Communications Ltd.,132712
375,M_MFIN,2013-12-27,2014-01-30,Mahindra & Mahindra Financial Services Ltd.,132720
376,IDEA,2013-12-27,2014-01-30,Vodafone Idea Ltd.,132822
377,UNITDSPR,2013-12-27,2014-01-30,United Spirits Ltd.,132432
378,BHARATFORG,2013-12-27,2014-01-30,Bharat Forge Ltd.,100493
379,HAVELLS,2013-12-27,2014-01-30,Havells India Ltd.,117354
380,BATAINDIA,2013-12-27,2014-01-30,Bata India Ltd.,100043
381,ARVIND,2013-12-27,2014-01-30,Arvind Ltd.,100101
382,TATACOMM,2013-12-27,2014-01-30,Tata Communications Ltd.,100483
383,APOLLOHOSP,2013-12-27,2014-01-30,Apollo Hospitals Enterprise Ltd.,108869
384,JSWSTEEL,2013-12-27,2014-01-30,JSW Steel Ltd.,100228
385,GSKCONS,2013-12-27,2014-01-30,Glaxosmithkline Consumer Healthcare Ltd. - (Amalgamated),100676
386,MARUTI,2013-12-27,2014-01-30,Maruti Suzuki India Ltd.,132500
387,ZEEL,2013-12-27,2014-01-30,Zee Entertainment Enterprises Ltd.,105537
388,ASIANPAINT,2013-12-27,2014-01-30,Asian Paints Ltd.,100820
389,ITC,2013-12-27,2014-01-30,ITC Ltd.,100875
390,HCLTECH,2014-01-31,2014-02-27,HCL Technologies Ltd.,132281
391,TECHM,2014-01-31,2014-02-27,Tech Mahindra Ltd.,132755
392,TCS,2014-01-31,2014-02-27,Tata Consultancy Services Ltd.,132540
393,AUROPHARMA,2014-01-31,2014-02-27,Aurobindo Pharma Ltd.,124804
394,BIOCON,2014-01-31,2014-02-27,Biocon Ltd.,132523
395,SUNPHARMA,2014-01-31,2014-02-27,Sun Pharmaceutical Industries Ltd.,124715
396,INFY,2014-01-31,2014-02-27,Infosys Ltd.,100209
397,LUPIN,2014-01-31,2014-02-27,Lupin Ltd.,100257
398,MRF,2014-01-31,2014-02-27,MRF Ltd.,100290
399,WIPRO,2014-01-31,2014-02-27,Wipro Ltd.,107685
400,DRREDDY,2014-01-31,2014-02-27,Dr. Reddy's Laboratories Ltd.,100124
401,UPL,2014-01-31,2014-02-27,UPL Ltd.,112070
402,DABUR,2014-01-31,2014-02-27,Dabur India Ltd.,100096
403,CESC,2014-01-31,2014-02-27,CESC Ltd.,100084
404,RCOM,2014-01-31,2014-02-27,Reliance Communications Ltd.,132712
405,M_MFIN,2014-01-31,2014-02-27,Mahindra & Mahindra Financial Services Ltd.,132720
406,IDEA,2014-01-31,2014-02-27,Vodafone Idea Ltd.,132822
407,UNITDSPR,2014-01-31,2014-02-27,United Spirits Ltd.,132432
408,BHARATFORG,2014-01-31,2014-02-27,Bharat Forge Ltd.,100493
409,HAVELLS,2014-01-31,2014-02-27,Havells India Ltd.,117354
410,BATAINDIA,2014-01-31,2014-02-27,Bata India Ltd.,100043
411,ARVIND,2014-01-31,2014-02-27,Arvind Ltd.,100101
412,TATACOMM,2014-01-31,2014-02-27,Tata Communications Ltd.,100483
413,APOLLOHOSP,2014-01-31,2014-02-27,Apollo Hospitals Enterprise Ltd.,108869
414,JSWSTEEL,2014-01-31,2014-02-27,JSW Steel Ltd.,100228
415,GSKCONS,2014-01-31,2014-02-27,Glaxosmithkline Consumer Healthcare Ltd. - (Amalgamated),100676
416,MARUTI,2014-01-31,2014-02-27,Maruti Suzuki India Ltd.,132500
417,ZEEL,2014-01-31,2014-02-27,Zee Entertainment Enterprises Ltd.,105537
418,ASIANPAINT,2014-01-31,2014-02-27,Asian Paints Ltd.,100820
419,ITC,2014-01-31,2014-02-27,ITC Ltd.,100875
420,HCLTECH,2014-02-28,2014-03-27,HCL Technologies Ltd.,132281
421,TECHM,2014-02-28,2014-03-27,Tech Mahindra Ltd.,132755
422,TCS,2014-02-28,2014-03-27,Tata Consultancy Services Ltd.,132540
423,AUROPHARMA,2014-02-28,2014-03-27,Aurobindo Pharma Ltd.,124804
424,BIOCON,2014-02-28,2014-03-27,Biocon Ltd.,132523
425,SUNPHARMA,2014-02-28,2014-03-27,Sun Pharmaceutical Industries Ltd.,124715
426,INFY,2014-02-28,2014-03-27,Infosys Ltd.,100209
427,LUPIN,2014-02-28,2014-03-27,Lupin Ltd.,100257
428,MRF,2014-02-28,2014-03-27,MRF Ltd.,100290
429,WIPRO,2014-02-28,2014-03-27,Wipro Ltd.,107685
430,DRREDDY,2014-02-28,2014-03-27,Dr. Reddy's Laboratories Ltd.,100124
431,UPL,2014-02-28,2014-03-27,UPL Ltd.,112070
432,DABUR,2014-02-28,2014-03-27,Dabur India Ltd.,100096
433,CESC,2014-02-28,2014-03-27,CESC Ltd.,100084
434,RCOM,2014-02-28,2014-03-27,Reliance Communications Ltd.,132712
435,M_MFIN,2014-02-28,2014-03-27,Mahindra & Mahindra Financial Services Ltd.,132720
436,IDEA,2014-02-28,2014-03-27,Vodafone Idea Ltd.,132822
437,UNITDSPR,2014-02-28,2014-03-27,United Spirits Ltd.,132432
438,BHARATFORG,2014-02-28,2014-03-27,Bharat Forge Ltd.,100493
439,HAVELLS,2014-02-28,2014-03-27,Havells India Ltd.,117354
440,BATAINDIA,2014-02-28,2014-03-27,Bata India Ltd.,100043
441,ARVIND,2014-02-28,2014-03-27,Arvind Ltd.,100101
442,TATACOMM,2014-02-28,2014-03-27,Tata Communications Ltd.,100483
443,APOLLOHOSP,2014-02-28,2014-03-27,Apollo Hospitals Enterprise Ltd.,108869
444,JSWSTEEL,2014-02-28,2014-03-27,JSW Steel Ltd.,100228
445,GSKCONS,2014-02-28,2014-03-27,Glaxosmithkline Consumer Healthcare Ltd. - (Amalgamated),100676
446,MARUTI,2014-02-28,2014-03-27,Maruti Suzuki India Ltd.,132500
447,ZEEL,2014-02-28,2014-03-27,Zee Entertainment Enterprises Ltd.,105537
448,ASIANPAINT,2014-02-28,2014-03-27,Asian Paints Ltd.,100820
449,ITC,2014-02-28,2014-03-27,ITC Ltd.,100875
450,HCLTECH,2014-03-28,2014-04-24,HCL Technologies Ltd.,132281
451,TECHM,2014-03-28,2014-04-24,Tech Mahindra Ltd.,132755
452,TCS,2014-03-28,2014-04-24,Tata Consultancy Services Ltd.,132540
453,AUROPHARMA,2014-03-28,2014-04-24,Aurobindo Pharma Ltd.,124804
454,BIOCON,2014-03-28,2014-04-24,Biocon Ltd.,132523
455,SUNPHARMA,2014-03-28,2014-04-24,Sun Pharmaceutical Industries Ltd.,124715
456,INFY,2014-03-28,2014-04-24,Infosys Ltd.,100209
457,LUPIN,2014-03-28,2014-04-24,Lupin Ltd.,100257
458,MRF,2014-03-28,2014-04-24,MRF Ltd.,100290
459,WIPRO,2014-03-28,2014-04-24,Wipro Ltd.,107685
460,DRREDDY,2014-03-28,2014-04-24,Dr. Reddy's Laboratories Ltd.,100124
461,UPL,2014-03-28,2014-04-24,UPL Ltd.,112070
462,DABUR,2014-03-28,2014-04-24,Dabur India Ltd.,100096
463,CESC,2014-03-28,2014-04-24,CESC Ltd.,100084
464,RCOM,2014-03-28,2014-04-24,Reliance Communications Ltd.,132712
465,M_MFIN,2014-03-28,2014-04-24,Mahindra & Mahindra Financial Services Ltd.,132720
466,IDEA,2014-03-28,2014-04-24,Vodafone Idea Ltd.,132822
467,UNITDSPR,2014-03-28,2014-04-24,United Spirits Ltd.,132432
468,BHARATFORG,2014-03-28,2014-04-24,Bharat Forge Ltd.,100493
469,HAVELLS,2014-03-28,2014-04-24,Havells India Ltd.,117354
470,BATAINDIA,2014-03-28,2014-04-24,Bata India Ltd.,100043
471,ARVIND,2014-03-28,2014-04-24,Arvind Ltd.,100101
472,TATACOMM,2014-03-28,2014-04-24,Tata Communications Ltd.,100483
473,APOLLOHOSP,2014-03-28,2014-04-24,Apollo Hospitals Enterprise Ltd.,108869
474,JSWSTEEL,2014-03-28,2014-04-24,JSW Steel Ltd.,100228
475,GSKCONS,2014-03-28,2014-04-24,Glaxosmithkline Consumer Healthcare Ltd. - (Amalgamated),100676
476,MARUTI,2014-03-28,2014-04-24,Maruti Suzuki India Ltd.,132500
477,ZEEL,2014-03-28,2014-04-24,Zee Entertainment Enterprises Ltd.,105537
478,ASIANPAINT,2014-03-28,2014-04-24,Asian Paints Ltd.,100820
479,ITC,2014-03-28,2014-04-24,ITC Ltd.,100875
480,HCLTECH,2014-04-25,2014-05-29,HCL Technologies Ltd.,132281
481,TECHM,2014-04-25,2014-05-29,Tech Mahindra Ltd.,132755
482,TCS,2014-04-25,2014-05-29,Tata Consultancy Services Ltd.,132540
483,AUROPHARMA,2014-04-25,2014-05-29,Aurobindo Pharma Ltd.,124804
484,BIOCON,2014-04-25,2014-05-29,Biocon Ltd.,132523
485,SUNPHARMA,2014-04-25,2014-05-29,Sun Pharmaceutical Industries Ltd.,124715
486,INFY,2014-04-25,2014-05-29,Infosys Ltd.,100209
487,LUPIN,2014-04-25,2014-05-29,Lupin Ltd.,100257
488,MRF,2014-04-25,2014-05-29,MRF Ltd.,100290
489,WIPRO,2014-04-25,2014-05-29,Wipro Ltd.,107685
490,DRREDDY,2014-04-25,2014-05-29,Dr. Reddy's Laboratories Ltd.,100124
491,UPL,2014-04-25,2014-05-29,UPL Ltd.,112070
492,DABUR,2014-04-25,2014-05-29,Dabur India Ltd.,100096
493,CESC,2014-04-25,2014-05-29,CESC Ltd.,100084
494,RCOM,2014-04-25,2014-05-29,Reliance Communications Ltd.,132712
495,M_MFIN,2014-04-25,2014-05-29,Mahindra & Mahindra Financial Services Ltd.,132720
496,IDEA,2014-04-25,2014-05-29,Vodafone Idea Ltd.,132822
497,UNITDSPR,2014-04-25,2014-05-29,United Spirits Ltd.,132432
498,BHARATFORG,2014-04-25,2014-05-29,Bharat Forge Ltd.,100493
499,HAVELLS,2014-04-25,2014-05-29,Havells India Ltd.,117354
500,BATAINDIA,2014-04-25,2014-05-29,Bata India Ltd.,100043
501,ARVIND,2014-04-25,2014-05-29,Arvind Ltd.,100101
502,TATACOMM,2014-04-25,2014-05-29,Tata Communications Ltd.,100483
503,APOLLOHOSP,2014-04-25,2014-05-29,Apollo Hospitals Enterprise Ltd.,108869
504,JSWSTEEL,2014-04-25,2014-05-29,JSW Steel Ltd.,100228
505,GSKCONS,2014-04-25,2014-05-29,Glaxosmithkline Consumer Healthcare Ltd. - (Amalgamated),100676
506,MARUTI,2014-04-25,2014-05-29,Maruti Suzuki India Ltd.,132500
507,ZEEL,2014-04-25,2014-05-29,Zee Entertainment Enterprises Ltd.,105537
508,ASIANPAINT,2014-04-25,2014-05-29,Asian Paints Ltd.,100820
509,ITC,2014-04-25,2014-05-29,ITC Ltd.,100875
510,HCLTECH,2014-05-30,2014-06-26,HCL Technologies Ltd.,132281
511,TECHM,2014-05-30,2014-06-26,Tech Mahindra Ltd.,132755
512,TCS,2014-05-30,2014-06-26,Tata Consultancy Services Ltd.,132540
513,AUROPHARMA,2014-05-30,2014-06-26,Aurobindo Pharma Ltd.,124804
514,BIOCON,2014-05-30,2014-06-26,Biocon Ltd.,132523
515,SUNPHARMA,2014-05-30,2014-06-26,Sun Pharmaceutical Industries Ltd.,124715
516,INFY,2014-05-30,2014-06-26,Infosys Ltd.,100209
517,LUPIN,2014-05-30,2014-06-26,Lupin Ltd.,100257
518,MRF,2014-05-30,2014-06-26,MRF Ltd.,100290
519,WIPRO,2014-05-30,2014-06-26,Wipro Ltd.,107685
520,DRREDDY,2014-05-30,2014-06-26,Dr. Reddy's Laboratories Ltd.,100124
521,UPL,2014-05-30,2014-06-26,UPL Ltd.,112070
522,DABUR,2014-05-30,2014-06-26,Dabur India Ltd.,100096
523,CESC,2014-05-30,2014-06-26,CESC Ltd.,100084
524,RCOM,2014-05-30,2014-06-26,Reliance Communications Ltd.,132712
525,M_MFIN,2014-05-30,2014-06-26,Mahindra & Mahindra Financial Services Ltd.,132720
526,IDEA,2014-05-30,2014-06-26,Vodafone Idea Ltd.,132822
527,UNITDSPR,2014-05-30,2014-06-26,United Spirits Ltd.,132432
528,BHARATFORG,2014-05-30,2014-06-26,Bharat Forge Ltd.,100493
529,HAVELLS,2014-05-30,2014-06-26,Havells India Ltd.,117354
530,BATAINDIA,2014-05-30,2014-06-26,Bata India Ltd.,100043
531,ARVIND,2014-05-30,2014-06-26,Arvind Ltd.,100101
532,TATACOMM,2014-05-30,2014-06-26,Tata Communications Ltd.,100483
533,APOLLOHOSP,2014-05-30,2014-06-26,Apollo Hospitals Enterprise Ltd.,108869
534,JSWSTEEL,2014-05-30,2014-06-26,JSW Steel Ltd.,100228
535,GSKCONS,2014-05-30,2014-06-26,Glaxosmithkline Consumer Healthcare Ltd. - (Amalgamated),100676
536,MARUTI,2014-05-30,2014-06-26,Maruti Suzuki India Ltd.,132500
537,ZEEL,2014-05-30,2014-06-26,Zee Entertainment Enterprises Ltd.,105537
538,ASIANPAINT,2014-05-30,2014-06-26,Asian Paints Ltd.,100820
539,ITC,2014-05-30,2014-06-26,ITC Ltd.,100875
540,AUROPHARMA,2014-06-27,2014-07-31,Aurobindo Pharma Ltd.,124804
541,APOLLOTYRE,2014-06-27,2014-07-31,Apollo Tyres Ltd.,100877
542,BHARATFORG,2014-06-27,2014-07-31,Bharat Forge Ltd.,100493
543,VOLTAS,2014-06-27,2014-07-31,Voltas Ltd.,100575
544,ARVIND,2014-06-27,2014-07-31,Arvind Ltd.,100101
545,UPL,2014-06-27,2014-07-31,UPL Ltd.,112070
546,HCLTECH,2014-06-27,2014-07-31,HCL Technologies Ltd.,132281
547,TECHM,2014-06-27,2014-07-31,Tech Mahindra Ltd.,132755
548,TATACOMM,2014-06-27,2014-07-31,Tata Communications Ltd.,100483
549,CESC,2014-06-27,2014-07-31,CESC Ltd.,100084
550,MRF,2014-06-27,2014-07-31,MRF Ltd.,100290
551,IRB,2014-06-27,2014-07-31,IRB Infrastructure Developers Ltd.,200048
552,LT,2014-06-27,2014-07-31,Larsen & Toubro Ltd.,100510
553,PFC,2014-06-27,2014-07-31,Power Finance Corporation Ltd.,132810
554,BIOCON,2014-06-27,2014-07-31,Biocon Ltd.,132523
555,TATAMTRDVR,2014-06-27,2014-07-31,Tata Motors Ltd. - DVR Ordinary,217889
556,JISLJALEQS,2014-06-27,2014-07-31,Jain Irrigation Systems Ltd.,100219
557,HDIL,2014-06-27,2014-07-31,Housing Development And Infrastructure Ltd.,132873
558,JSWSTEEL,2014-06-27,2014-07-31,JSW Steel Ltd.,100228
559,TATASTEEL,2014-06-27,2014-07-31,Tata Steel Ltd.,100470
560,TCS,2014-06-27,2014-07-31,Tata Consultancy Services Ltd.,132540
561,PTC,2014-06-27,2014-07-31,PTC India Ltd.,132524
562,JUSTDIAL,2014-06-27,2014-07-31,Just Dial Ltd.,211531
563,SIEMENS,2014-06-27,2014-07-31,Siemens Ltd.,100550
564,VEDL,2014-06-27,2014-07-31,Vedanta Ltd.,100295
565,MARUTI,2014-06-27,2014-07-31,Maruti Suzuki India Ltd.,132500
566,INDIACEM,2014-06-27,2014-07-31,The India Cements Ltd.,130005
567,SAIL,2014-06-27,2014-07-31,Steel Authority Of India Ltd.,100113
568,WIPRO,2014-06-27,2014-07-31,Wipro Ltd.,107685
569,ADANIENT,2014-06-27,2014-07-31,Adani Enterprises Ltd.,112599
570,AUROPHARMA,2014-08-01,2014-08-28,Aurobindo Pharma Ltd.,124804
571,APOLLOTYRE,2014-08-01,2014-08-28,Apollo Tyres Ltd.,100877
572,BHARATFORG,2014-08-01,2014-08-28,Bharat Forge Ltd.,100493
573,VOLTAS,2014-08-01,2014-08-28,Voltas Ltd.,100575
574,ARVIND,2014-08-01,2014-08-28,Arvind Ltd.,100101
575,UPL,2014-08-01,2014-08-28,UPL Ltd.,112070
576,HCLTECH,2014-08-01,2014-08-28,HCL Technologies Ltd.,132281
577,TECHM,2014-08-01,2014-08-28,Tech Mahindra Ltd.,132755
578,TATACOMM,2014-08-01,2014-08-28,Tata Communications Ltd.,100483
579,CESC,2014-08-01,2014-08-28,CESC Ltd.,100084
580,MRF,2014-08-01,2014-08-28,MRF Ltd.,100290
581,IRB,2014-08-01,2014-08-28,IRB Infrastructure Developers Ltd.,200048
582,LT,2014-08-01,2014-08-28,Larsen & Toubro Ltd.,100510
583,PFC,2014-08-01,2014-08-28,Power Finance Corporation Ltd.,132810
584,BIOCON,2014-08-01,2014-08-28,Biocon Ltd.,132523
585,TATAMTRDVR,2014-08-01,2014-08-28,Tata Motors Ltd. - DVR Ordinary,217889
586,JISLJALEQS,2014-08-01,2014-08-28,Jain Irrigation Systems Ltd.,100219
587,HDIL,2014-08-01,2014-08-28,Housing Development And Infrastructure Ltd.,132873
588,JSWSTEEL,2014-08-01,2014-08-28,JSW Steel Ltd.,100228
589,TATASTEEL,2014-08-01,2014-08-28,Tata Steel Ltd.,100470
590,TCS,2014-08-01,2014-08-28,Tata Consultancy Services Ltd.,132540
591,PTC,2014-08-01,2014-08-28,PTC India Ltd.,132524
592,JUSTDIAL,2014-08-01,2014-08-28,Just Dial Ltd.,211531
593,SIEMENS,2014-08-01,2014-08-28,Siemens Ltd.,100550
594,VEDL,2014-08-01,2014-08-28,Vedanta Ltd.,100295
595,MARUTI,2014-08-01,2014-08-28,Maruti Suzuki India Ltd.,132500
596,INDIACEM,2014-08-01,2014-08-28,The India Cements Ltd.,130005
597,SAIL,2014-08-01,2014-08-28,Steel Authority Of India Ltd.,100113
598,WIPRO,2014-08-01,2014-08-28,Wipro Ltd.,107685
599,ADANIENT,2014-08-01,2014-08-28,Adani Enterprises Ltd.,112599
600,AUROPHARMA,2014-08-29,2014-09-25,Aurobindo Pharma Ltd.,124804
601,APOLLOTYRE,2014-08-29,2014-09-25,Apollo Tyres Ltd.,100877
602,BHARATFORG,2014-08-29,2014-09-25,Bharat Forge Ltd.,100493
603,VOLTAS,2014-08-29,2014-09-25,Voltas Ltd.,100575
604,ARVIND,2014-08-29,2014-09-25,Arvind Ltd.,100101
605,UPL,2014-08-29,2014-09-25,UPL Ltd.,112070
606,HCLTECH,2014-08-29,2014-09-25,HCL Technologies Ltd.,132281
607,TECHM,2014-08-29,2014-09-25,Tech Mahindra Ltd.,132755
608,TATACOMM,2014-08-29,2014-09-25,Tata Communications Ltd.,100483
609,CESC,2014-08-29,2014-09-25,CESC Ltd.,100084
610,MRF,2014-08-29,2014-09-25,MRF Ltd.,100290
611,IRB,2014-08-29,2014-09-25,IRB Infrastructure Developers Ltd.,200048
612,LT,2014-08-29,2014-09-25,Larsen & Toubro Ltd.,100510
613,PFC,2014-08-29,2014-09-25,Power Finance Corporation Ltd.,132810
614,BIOCON,2014-08-29,2014-09-25,Biocon Ltd.,132523
615,TATAMTRDVR,2014-08-29,2014-09-25,Tata Motors Ltd. - DVR Ordinary,217889
616,JISLJALEQS,2014-08-29,2014-09-25,Jain Irrigation Systems Ltd.,100219
617,HDIL,2014-08-29,2014-09-25,Housing Development And Infrastructure Ltd.,132873
618,JSWSTEEL,2014-08-29,2014-09-25,JSW Steel Ltd.,100228
619,TATASTEEL,2014-08-29,2014-09-25,Tata Steel Ltd.,100470
620,TCS,2014-08-29,2014-09-25,Tata Consultancy Services Ltd.,132540
621,PTC,2014-08-29,2014-09-25,PTC India Ltd.,132524
622,JUSTDIAL,2014-08-29,2014-09-25,Just Dial Ltd.,211531
623,SIEMENS,2014-08-29,2014-09-25,Siemens Ltd.,100550
624,VEDL,2014-08-29,2014-09-25,Vedanta Ltd.,100295
625,MARUTI,2014-08-29,2014-09-25,Maruti Suzuki India Ltd.,132500
626,INDIACEM,2014-08-29,2014-09-25,The India Cements Ltd.,130005
627,SAIL,2014-08-29,2014-09-25,Steel Authority Of India Ltd.,100113
628,WIPRO,2014-08-29,2014-09-25,Wipro Ltd.,107685
629,ADANIENT,2014-08-29,2014-09-25,Adani Enterprises Ltd.,112599
630,AUROPHARMA,2014-09-26,2014-10-30,Aurobindo Pharma Ltd.,124804
631,APOLLOTYRE,2014-09-26,2014-10-30,Apollo Tyres Ltd.,100877
632,BHARATFORG,2014-09-26,2014-10-30,Bharat Forge Ltd.,100493
633,VOLTAS,2014-09-26,2014-10-30,Voltas Ltd.,100575
634,ARVIND,2014-09-26,2014-10-30,Arvind Ltd.,100101
635,UPL,2014-09-26,2014-10-30,UPL Ltd.,112070
636,HCLTECH,2014-09-26,2014-10-30,HCL Technologies Ltd.,132281
637,TECHM,2014-09-26,2014-10-30,Tech Mahindra Ltd.,132755
638,TATACOMM,2014-09-26,2014-10-30,Tata Communications Ltd.,100483
639,CESC,2014-09-26,2014-10-30,CESC Ltd.,100084
640,MRF,2014-09-26,2014-10-30,MRF Ltd.,100290
641,IRB,2014-09-26,2014-10-30,IRB Infrastructure Developers Ltd.,200048
642,LT,2014-09-26,2014-10-30,Larsen & Toubro Ltd.,100510
643,PFC,2014-09-26,2014-10-30,Power Finance Corporation Ltd.,132810
644,BIOCON,2014-09-26,2014-10-30,Biocon Ltd.,132523
645,TATAMTRDVR,2014-09-26,2014-10-30,Tata Motors Ltd. - DVR Ordinary,217889
646,JISLJALEQS,2014-09-26,2014-10-30,Jain Irrigation Systems Ltd.,100219
647,HDIL,2014-09-26,2014-10-30,Housing Development And Infrastructure Ltd.,132873
648,JSWSTEEL,2014-09-26,2014-10-30,JSW Steel Ltd.,100228
649,TATASTEEL,2014-09-26,2014-10-30,Tata Steel Ltd.,100470
650,TCS,2014-09-26,2014-10-30,Tata Consultancy Services Ltd.,132540
651,PTC,2014-09-26,2014-10-30,PTC India Ltd.,132524
652,JUSTDIAL,2014-09-26,2014-10-30,Just Dial Ltd.,211531
653,SIEMENS,2014-09-26,2014-10-30,Siemens Ltd.,100550
654,VEDL,2014-09-26,2014-10-30,Vedanta Ltd.,100295
655,MARUTI,2014-09-26,2014-10-30,Maruti Suzuki India Ltd.,132500
656,INDIACEM,2014-09-26,2014-10-30,The India Cements Ltd.,130005
657,SAIL,2014-09-26,2014-10-30,Steel Authority Of India Ltd.,100113
658,WIPRO,2014-09-26,2014-10-30,Wipro Ltd.,107685
659,ADANIENT,2014-09-26,2014-10-30,Adani Enterprises Ltd.,112599
660,AUROPHARMA,2014-10-31,2014-11-27,Aurobindo Pharma Ltd.,124804
661,APOLLOTYRE,2014-10-31,2014-11-27,Apollo Tyres Ltd.,100877
662,BHARATFORG,2014-10-31,2014-11-27,Bharat Forge Ltd.,100493
663,VOLTAS,2014-10-31,2014-11-27,Voltas Ltd.,100575
664,ARVIND,2014-10-31,2014-11-27,Arvind Ltd.,100101
665,UPL,2014-10-31,2014-11-27,UPL Ltd.,112070
666,HCLTECH,2014-10-31,2014-11-27,HCL Technologies Ltd.,132281
667,TECHM,2014-10-31,2014-11-27,Tech Mahindra Ltd.,132755
668,TATACOMM,2014-10-31,2014-11-27,Tata Communications Ltd.,100483
669,CESC,2014-10-31,2014-11-27,CESC Ltd.,100084
670,MRF,2014-10-31,2014-11-27,MRF Ltd.,100290
671,IRB,2014-10-31,2014-11-27,IRB Infrastructure Developers Ltd.,200048
672,LT,2014-10-31,2014-11-27,Larsen & Toubro Ltd.,100510
673,PFC,2014-10-31,2014-11-27,Power Finance Corporation Ltd.,132810
674,BIOCON,2014-10-31,2014-11-27,Biocon Ltd.,132523
675,TATAMTRDVR,2014-10-31,2014-11-27,Tata Motors Ltd. - DVR Ordinary,217889
676,JISLJALEQS,2014-10-31,2014-11-27,Jain Irrigation Systems Ltd.,100219
677,HDIL,2014-10-31,2014-11-27,Housing Development And Infrastructure Ltd.,132873
678,JSWSTEEL,2014-10-31,2014-11-27,JSW Steel Ltd.,100228
679,TATASTEEL,2014-10-31,2014-11-27,Tata Steel Ltd.,100470
680,TCS,2014-10-31,2014-11-27,Tata Consultancy Services Ltd.,132540
681,PTC,2014-10-31,2014-11-27,PTC India Ltd.,132524
682,JUSTDIAL,2014-10-31,2014-11-27,Just Dial Ltd.,211531
683,SIEMENS,2014-10-31,2014-11-27,Siemens Ltd.,100550
684,VEDL,2014-10-31,2014-11-27,Vedanta Ltd.,100295
685,MARUTI,2014-10-31,2014-11-27,Maruti Suzuki India Ltd.,132500
686,INDIACEM,2014-10-31,2014-11-27,The India Cements Ltd.,130005
687,SAIL,2014-10-31,2014-11-27,Steel Authority Of India Ltd.,100113
688,WIPRO,2014-10-31,2014-11-27,Wipro Ltd.,107685
689,ADANIENT,2014-10-31,2014-11-27,Adani Enterprises Ltd.,112599
690,AUROPHARMA,2014-11-28,2014-12-25,Aurobindo Pharma Ltd.,124804
691,APOLLOTYRE,2014-11-28,2014-12-25,Apollo Tyres Ltd.,100877
692,BHARATFORG,2014-11-28,2014-12-25,Bharat Forge Ltd.,100493
693,VOLTAS,2014-11-28,2014-12-25,Voltas Ltd.,100575
694,ARVIND,2014-11-28,2014-12-25,Arvind Ltd.,100101
695,UPL,2014-11-28,2014-12-25,UPL Ltd.,112070
696,HCLTECH,2014-11-28,2014-12-25,HCL Technologies Ltd.,132281
697,TECHM,2014-11-28,2014-12-25,Tech Mahindra Ltd.,132755
698,TATACOMM,2014-11-28,2014-12-25,Tata Communications Ltd.,100483
699,CESC,2014-11-28,2014-12-25,CESC Ltd.,100084
700,MRF,2014-11-28,2014-12-25,MRF Ltd.,100290
701,IRB,2014-11-28,2014-12-25,IRB Infrastructure Developers Ltd.,200048
702,LT,2014-11-28,2014-12-25,Larsen & Toubro Ltd.,100510
703,PFC,2014-11-28,2014-12-25,Power Finance Corporation Ltd.,132810
704,BIOCON,2014-11-28,2014-12-25,Biocon Ltd.,132523
